indicator,corridor,windows,silent_windows,events,lift_min_median,lift_mean_median,share_lift_mean_ge_1_3,share_lift_mean_lt_1,hit_mean_pooled,base_mean_pooled,benefit_excess_median_bps,benefit_fwd_median_bps,benefit_sym_median_bps,freq_per_week_median,empty_month_share_mean,lift_mean_pooled
dip_vs_trend,AMD,11,2,87,1.0263157894736843,1.4181818181818182,0.5555555555555556,0.3333333333333333,0.5287356321839081,0.4495269621879814,82.39692419937523,85.86028437021959,193.82239285359637,0.2282608695652174,0.6515151515151515,1.176204491962828
dip_vs_trend,KGS,11,2,86,1.0155038759689923,1.323232323232323,0.5555555555555556,0.4444444444444444,0.3953488372093023,0.4248664334737269,155.4013913584056,213.36477190854035,252.51164316085837,0.1141304347826087,0.6363636363636364,0.9305249981197917
dip_vs_trend,KZT,11,2,132,1.0750000000000002,0.8863636363636365,0.1111111111111111,0.5555555555555556,0.3939393939393939,0.4204389135353609,-9.8723582808326,-9.061249591981738,69.2640652675407,0.4230769230769231,0.5303030303030303,0.9369717722530975
dip_vs_trend,TJS,11,2,104,1.1607142857142856,1.1331719128329298,0.4444444444444444,0.4444444444444444,0.47115384615384615,0.5113240853353713,38.864244909918895,51.51193305704031,126.49530520276197,0.2692307692307692,0.6060606060606061,0.9214387893439872
dip_vs_trend,UZS,11,2,87,1.3131313131313131,1.5057471264367817,0.6666666666666666,0.3333333333333333,0.45977011494252873,0.4159187330329602,148.27425812330765,127.59058823660337,193.06090110965113,0.15469613259668508,0.6515151515151515,1.10543257234363
level,AMD,11,2,138,0.8863636363636365,1.1614420062695925,0.3333333333333333,0.2222222222222222,0.6014492753623188,0.4737149964388624,63.418094100578145,100.20087438156602,111.4009837241444,0.42541436464088395,0.5303030303030303,1.26964373068975
level,KGS,11,2,115,1.0038610038610039,1.0476190476190477,0.2222222222222222,0.4444444444444444,0.4608695652173913,0.4627181161498345,54.111249833181915,52.38815092048461,68.46268386178139,0.3423913043478261,0.4696969696969697,0.9960050171628798
level,KZT,11,1,157,1.0829889807162534,1.0930900621118012,0.3,0.5,0.46496815286624205,0.4284592499210062,38.99936306530418,45.06328195082028,96.8778317450069,0.41847826086956524,0.4848484848484848,1.0852097438717145
level,TJS,11,4,92,1.1561264822134387,1.0636363636363637,0.2857142857142857,0.42857142857142855,0.5652173913043478,0.5134388903979807,69.99511966110752,35.10081712536043,127.36609554989076,0.23076923076923078,0.6212121212121212,1.1008464724326434
level,UZS,11,1,121,1.2791666666666668,1.0460682037345488,0.2,0.3,0.49586776859504134,0.4701889745752171,48.02704441103597,43.18363408067674,113.97656246302265,0.4230769230769231,0.5,1.054613773202622
